survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,age_group,age_standardized,fare_standardized
1,1,female,35.0,1,0,83.475,S,First,woman,False,Southampton,yes,False,Adult,0.43780344905950774,1.0338209097018294
0,3,male,29.0,0,0,7.775,S,Third,man,True,Southampton,no,True,Adult,-0.024270581385404916,-0.4893944114858402
0,2,male,59.0,0,0,13.5,S,Second,man,True,Southampton,no,True,Adult,2.2860995708391583,-0.37419747999575553
1,3,female,5.0,4,2,31.3875,S,Third,child,False,Southampton,yes,False,Child,-1.8725667031650555,-0.014269949510359977
0,2,male,24.0,0,0,10.5,S,Second,man,True,Southampton,no,True,Adult,-0.4093322734228321,-0.4345626842700357
0,3,female,28.0,0,0,7.55,S,Third,woman,False,Southampton,no,True,Adult,-0.10128291979289036,-0.49392180180641115
0,2,male,44.0,1,0,26.0,S,Second,man,True,Southampton,no,False,Adult,1.1309144947268768,-0.12267579551958811
1,2,female,8.0,0,2,26.25,S,Second,child,False,Southampton,yes,False,Child,-1.6415296879425991,-0.11764536183006476
0,2,male,19.0,0,0,10.5,S,Second,man,True,Southampton,no,True,Adult,-0.7943939654602593,-0.4345626842700357
0,2,male,33.0,0,0,12.275,S,Second,man,True,Southampton,no,True,Adult,0.28377877224453685,-0.39884660507441994
0,3,female,28.0,1,0,14.4542,C,Third,woman,False,Cherbourg,no,False,Adult,-0.10128291979289036,-0.3549973206895828
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,Queenstown,yes,False,Adult,-0.10128291979289036,-0.33395401047956874
0,2,male,29.0,0,0,10.5,S,Second,man,True,Southampton,no,True,Adult,-0.024270581385404916,-0.4345626842700357
0,3,male,22.0,0,0,7.125,S,Third,man,True,Southampton,no,True,Adult,-0.563356950237803,-0.5024735390786009
0,3,male,30.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,Adult,0.052741757022080525,-0.5004613656027915
0,1,male,44.0,2,0,90.0,Q,First,man,True,Queenstown,no,False,Adult,1.1309144947268768,1.165115228998389
0,3,female,25.0,0,0,7.775,S,Third,woman,False,Southampton,no,True,Adult,-0.3323199350153467,-0.4893944114858402
1,2,female,24.0,0,2,14.5,S,Second,woman,False,Southampton,yes,False,Adult,-0.4093322734228321,-0.3540757452376621
1,1,male,37.0,1,1,52.5542,S,First,man,True,Southampton,yes,False,Adult,0.5918281258744786,0.4116407735937755
0,2,male,54.0,1,0,26.0,S,Second,man,True,Southampton,no,False,Adult,1.901037878801731,-0.12267579551958811
0,3,male,28.0,0,0,7.25,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.4999583222338392
0,3,female,29.0,1,1,10.4625,S,Third,woman,False,Southampton,no,False,Adult,-0.024270581385404916,-0.4353172493234642
0,1,male,62.0,0,0,26.55,S,First,man,True,Southampton,no,True,Senior,2.517136586061615,-0.11160884140263673
0,3,male,30.0,1,0,16.1,S,Third,man,True,Southampton,no,False,Adult,0.052741757022080525,-0.32188096962471263
0,3,female,41.0,0,2,20.2125,S,Third,woman,False,Southampton,no,False,Adult,0.8998774795044204,-0.23913033543205364
1,3,female,29.0,0,2,15.2458,C,Third,woman,False,Cherbourg,yes,False,Adult,-0.024270581385404916,-0.3390689554550761
1,1,female,28.0,0,0,79.2,C,First,woman,False,Cherbourg,yes,True,Adult,-0.10128291979289036,0.9478004936109804
1,1,female,30.0,0,0,86.5,S,First,woman,False,Southampton,yes,True,Adult,0.052741757022080525,1.0946891573450621
1,1,female,35.0,0,0,512.3292,C,First,woman,False,Cherbourg,yes,True,Adult,0.43780344905950774,9.663111371996164
1,2,female,50.0,0,1,26.0,S,Second,woman,False,Southampton,yes,False,Adult,1.5929885251717895,-0.12267579551958811
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.4898974548547925
1,3,male,3.0,4,2,31.3875,S,Third,child,False,Southampton,yes,False,Child,-2.0265913799800264,-0.014269949510359977
0,1,male,52.0,1,1,79.65,S,First,man,True,Southampton,no,False,Adult,1.7470132019867604,0.9568552742521225
0,1,male,40.0,0,0,0.0,S,First,man,True,Southampton,no,True,Adult,0.822865141096935,-0.6458408992300163
0,3,female,28.0,0,0,7.75,Q,Third,woman,False,Queenstown,no,True,Adult,-0.10128291979289036,-0.4898974548547925
0,2,male,36.0,0,0,10.5,S,Second,man,True,Southampton,no,True,Adult,0.5148157874669932,-0.4345626842700357
0,3,male,16.0,4,1,39.6875,S,Third,man,True,Southampton,no,False,Teenager,-1.0254309806827158,0.15274044898181519
1,3,male,25.0,1,0,7.775,S,Third,man,True,Southampton,yes,False,Adult,-0.3323199350153467,-0.4893944114858402
1,1,female,58.0,0,1,153.4625,S,First,woman,False,Southampton,yes,False,Adult,2.209087232431673,2.442090821083891
1,1,female,35.0,0,0,135.6333,S,First,woman,False,Southampton,yes,True,Adult,0.43780344905950774,2.083336387734892
0,1,male,28.0,0,0,31.0,S,First,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.02206712172912115
1,3,male,25.0,0,0,0.0,S,Third,man,True,Southampton,yes,True,Adult,-0.3323199350153467,-0.6458408992300163
1,2,female,41.0,0,1,19.5,S,Second,woman,False,Southampton,yes,False,Adult,0.8998774795044204,-0.25346707144719516
0,1,male,37.0,0,1,29.7,C,First,man,True,Cherbourg,no,False,Adult,0.5918281258744786,-0.04822537691464258
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,Adult,-0.10128291979289036,-0.4898974548547925
1,1,female,63.0,1,0,77.9583,S,First,woman,False,Southampton,yes,False,Senior,2.5941489244691005,0.9228153355618557
0,3,female,45.0,0,0,7.75,S,Third,woman,False,Southampton,no,True,Adult,1.2079268331343622,-0.4898974548547925
0,2,male,28.0,0,0,0.0,S,Second,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.6458408992300163
0,3,male,7.0,4,1,29.125,Q,Third,child,False,Queenstown,no,False,Child,-1.7185420263500846,-0.05979537440054626
1,3,female,35.0,1,1,20.25,S,Third,woman,False,Southampton,yes,False,Adult,0.43780344905950774,-0.23837577037862512
0,3,male,65.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Senior,2.7481736012840714,-0.4898974548547925
0,3,male,28.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.4878007700929992
0,3,male,16.0,0,0,9.5,S,Third,man,True,Southampton,no,True,Teenager,-1.0254309806827158,-0.45468441902812906
1,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,Adult,-0.7943939654602593,-0.4838609344273645
0,1,male,28.0,0,0,26.0,S,First,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.12267579551958811
0,3,male,33.0,0,0,8.6625,C,Third,man,True,Cherbourg,no,True,Adult,0.28377877224453685,-0.47153637188803227
1,3,male,30.0,0,0,9.5,S,Third,man,True,Southampton,yes,True,Adult,0.052741757022080525,-0.45468441902812906
0,3,male,22.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.563356950237803,-0.48696370592706245
1,2,male,42.0,0,0,13.0,S,Second,man,True,Southampton,yes,True,Adult,0.9768898179119059,-0.3842583473748022
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,Adult,-0.563356950237803,-0.4898974548547925
1,1,female,26.0,0,0,78.85,S,First,woman,False,Southampton,yes,True,Adult,-0.25530759660786123,0.9407578864456475
1,1,female,19.0,1,0,91.0792,C,First,woman,False,Cherbourg,yes,False,Adult,-0.7943939654602593,1.1868306051493234
0,2,male,36.0,0,0,12.875,C,Second,man,True,Cherbourg,no,True,Adult,0.5148157874669932,-0.3867735642195639
0,3,female,24.0,0,0,8.85,S,Third,woman,False,Southampton,no,True,Adult,-0.4093322734228321,-0.46776354662088976
0,3,male,24.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.4093322734228321,-0.48696370592706245
0,1,male,28.0,0,0,27.7208,C,First,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,-0.088050314347861
0,3,male,23.5,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,Adult,-0.44783844262657485,-0.5003768543168076
0,1,female,2.0,1,2,151.55,S,First,child,False,Southampton,no,False,Child,-2.103603718387512,2.4036080033590372
1,1,male,28.0,0,0,30.5,S,First,man,True,Southampton,yes,True,Adult,-0.10128291979289036,-0.032127989108167845
1,1,female,50.0,0,1,247.5208,C,First,woman,False,Cherbourg,yes,False,Adult,1.5929885251717895,4.334706985481066
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,Adult,-0.10128291979289036,-0.4898974548547925
1,3,male,28.0,2,0,23.25,Q,Third,man,True,Queenstown,yes,False,Adult,-0.10128291979289036,-0.17801056610434493
0,3,male,19.0,0,0,0.0,S,Third,man,True,Southampton,no,True,Adult,-0.7943939654602593,-0.6458408992300163
1,2,female,28.0,0,0,12.35,Q,Second,woman,False,Queenstown,yes,True,Adult,-0.10128291979289036,-0.3973374749675629
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.4838609344273645
1,1,male,0.92,1,2,151.55,S,First,child,False,Southampton,yes,False,Child,-2.186777043867596,2.4036080033590372
1,1,female,28.0,0,0,110.8833,C,First,woman,False,Cherbourg,yes,True,Adult,-0.10128291979289036,1.585323452472081
1,1,female,17.0,1,0,108.9,C,First,woman,False,Cherbourg,yes,False,Teenager,-0.9484186422752302,1.5454160159263541
0,2,male,30.0,1,0,24.0,C,Second,man,True,Cherbourg,no,False,Adult,0.052741757022080525,-0.1629192650357749
1,1,female,30.0,0,0,56.9292,C,First,woman,False,Cherbourg,yes,True,Adult,0.052741757022080525,0.49967336316043404
1,1,female,24.0,0,0,83.1583,C,First,woman,False,Cherbourg,yes,True,Adult,-0.4093322734228321,1.0274483563039414
1,1,female,18.0,2,2,262.375,C,First,woman,False,Cherbourg,yes,False,Adult,-0.8714063038677448,4.633599257924737
0,2,female,26.0,1,1,26.0,S,Second,woman,False,Southampton,no,False,Adult,-0.25530759660786123,-0.12267579551958811
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.48696370592706245
0,2,male,43.0,1,1,26.25,S,Second,man,True,Southampton,no,False,Adult,1.0539021563193913,-0.11764536183006476
1,3,female,26.0,0,0,7.8542,S,Third,woman,False,Southampton,yes,True,Adult,-0.25530759660786123,-0.4878007700929992
1,2,female,24.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,Adult,-0.4093322734228321,-0.12267579551958811
0,2,male,54.0,0,0,14.0,S,Second,man,True,Southampton,no,True,Adult,1.901037878801731,-0.3641366126167088
1,1,female,31.0,0,2,164.8667,S,First,woman,False,Southampton,yes,False,Adult,0.12975409542956598,2.6715631086121396
1,1,female,40.0,1,1,134.5,C,First,woman,False,Cherbourg,yes,False,Adult,0.822865141096935,2.0605324257335447
0,3,male,22.0,0,0,7.25,S,Third,man,True,Southampton,no,True,Adult,-0.563356950237803,-0.4999583222338392
0,3,male,27.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.1782952582003758,-0.48696370592706245
1,2,female,30.0,0,0,12.35,Q,Second,woman,False,Queenstown,yes,True,Adult,0.052741757022080525,-0.3973374749675629
1,2,female,22.0,1,1,29.0,S,Second,woman,False,Southampton,yes,False,Adult,-0.563356950237803,-0.06231059124530793
0,3,male,28.0,8,2,69.55,S,Third,man,True,Southampton,no,False,Adult,-0.10128291979289036,0.7536257531953791
1,1,female,36.0,0,0,135.6333,C,First,woman,False,Cherbourg,yes,True,Adult,0.5148157874669932,2.083336387734892
0,3,male,61.0,0,0,6.2375,S,Third,man,True,Southampton,no,True,Senior,2.440124247654129,-0.5203315786764088
1,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,Adult,0.5148157874669932,-0.3842583473748022
1,3,female,31.0,1,1,20.525,S,Third,woman,False,Southampton,yes,False,Adult,0.12975409542956598,-0.23284229332014947
1,1,female,16.0,0,1,57.9792,C,First,woman,False,Cherbourg,yes,False,Teenager,-1.0254309806827158,0.5208011846564321
1,3,female,28.0,2,0,23.25,Q,Third,woman,False,Queenstown,yes,False,Adult,-0.10128291979289036,-0.17801056610434493
0,1,male,45.5,0,0,28.5,S,First,man,True,Southampton,no,True,Adult,1.246433002338105,-0.07237145862435464
0,1,male,38.0,0,1,153.4625,S,First,man,True,Southampton,no,False,Adult,0.6688404642819641,2.442090821083891
0,3,male,16.0,2,0,18.0,S,Third,man,True,Southampton,no,False,Teenager,-1.0254309806827158,-0.28364967358433524
1,1,female,28.0,1,0,133.65,S,First,woman,False,Southampton,yes,False,Adult,-0.10128291979289036,2.0434289511891657
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.48696370592706245
0,1,male,29.0,1,0,66.6,S,First,man,True,Southampton,no,False,Adult,-0.024270581385404916,0.6942666356590035
1,1,female,41.0,0,0,134.5,C,First,woman,False,Cherbourg,yes,True,Adult,0.8998774795044204,2.0605324257335447
1,3,male,45.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,Adult,1.2079268331343622,-0.4838609344273645
0,1,male,45.0,0,0,35.5,S,First,man,True,Southampton,no,True,Adult,1.2079268331343622,0.0684806846822991
1,2,male,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False,Child,-2.103603718387512,-0.12267579551958811
1,1,female,24.0,3,2,263.0,S,First,woman,False,Southampton,yes,False,Adult,-0.4093322734228321,4.646175342148545
0,2,male,28.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.3842583473748022
0,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,-0.3323199350153467,-0.3842583473748022
0,2,male,36.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,0.5148157874669932,-0.3842583473748022
1,2,female,24.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,Adult,-0.4093322734228321,-0.3842583473748022
1,2,female,40.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,Adult,0.822865141096935,-0.3842583473748022
1,3,female,28.0,1,0,16.1,S,Third,woman,False,Southampton,yes,False,Adult,-0.10128291979289036,-0.32188096962471263
1,3,male,3.0,1,1,15.9,S,Third,child,False,Southampton,yes,False,Child,-2.0265913799800264,-0.32590531657633137
0,3,male,42.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,Adult,0.9768898179119059,-0.47153637188803227
0,3,male,23.0,0,0,9.225,S,Third,man,True,Southampton,no,True,Adult,-0.4863446118303176,-0.46021789608660474
0,1,male,28.0,0,0,35.0,S,First,man,True,Southampton,no,True,Adult,-0.10128291979289036,0.058419817303252415
0,3,male,15.0,1,1,7.2292,C,Third,child,False,Cherbourg,no,False,Teenager,-1.1024433190902012,-0.5003768543168076
0,3,male,25.0,1,0,17.8,S,Third,man,True,Southampton,no,False,Adult,-0.3323199350153467,-0.2876740205359539
0,3,male,28.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,-0.5004613656027915
0,3,male,28.0,0,0,9.5,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.45468441902812906
1,1,female,22.0,0,1,55.0,S,First,woman,False,Southampton,yes,False,Adult,-0.563356950237803,0.46085451246512027
0,2,female,38.0,0,0,13.0,S,Second,woman,False,Southampton,no,True,Adult,0.6688404642819641,-0.3842583473748022
1,3,female,28.0,0,0,7.8792,Q,Third,woman,False,Queenstown,yes,True,Adult,-0.10128291979289036,-0.4872977267240468
1,3,female,28.0,0,0,7.8792,Q,Third,woman,False,Queenstown,yes,True,Adult,-0.10128291979289036,-0.4872977267240468
0,3,male,40.0,1,4,27.9,S,Third,man,True,Southampton,no,False,Adult,0.822865141096935,-0.08444449947921069
0,2,male,29.0,1,0,27.7208,C,Second,man,True,Cherbourg,no,False,Adult,-0.024270581385404916,-0.088050314347861
0,3,female,45.0,0,1,14.4542,C,Third,woman,False,Cherbourg,no,False,Adult,1.2079268331343622,-0.3549973206895828
0,3,male,35.0,0,0,7.05,S,Third,man,True,Southampton,no,True,Adult,0.43780344905950774,-0.5039826691854579
0,3,male,28.0,1,0,15.5,Q,Third,man,True,Queenstown,no,False,Adult,-0.10128291979289036,-0.33395401047956874
0,3,male,30.0,0,0,7.25,S,Third,man,True,Southampton,no,True,Adult,0.052741757022080525,-0.4999583222338392
1,1,female,60.0,1,0,75.25,C,First,woman,False,Cherbourg,yes,False,Senior,2.3631119092466437,0.8683196413165114
1,3,female,28.0,0,0,7.2292,C,Third,woman,False,Cherbourg,yes,True,Adult,-0.10128291979289036,-0.5003768543168076
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,Adult,-0.10128291979289036,-0.4898974548547925
1,1,female,24.0,0,0,69.3,C,First,woman,False,Cherbourg,yes,True,Adult,-0.4093322734228321,0.7485953195058557
1,1,male,25.0,1,0,55.4417,C,First,man,True,Cherbourg,yes,False,Adult,-0.3323199350153467,0.46974228270777
0,3,male,18.0,1,0,6.4958,S,Third,man,True,Southampton,no,False,Adult,-0.8714063038677448,-0.5151341345883933
0,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,-0.7943939654602593,-0.4838609344273645
0,1,male,22.0,0,0,135.6333,C,First,man,True,Cherbourg,no,True,Adult,-0.563356950237803,2.083336387734892
0,3,female,3.0,3,1,21.075,S,Third,child,False,Southampton,no,False,Child,-2.0265913799800264,-0.22177533920319809
1,1,female,28.0,1,0,82.1708,C,First,woman,False,Cherbourg,yes,False,Adult,-0.10128291979289036,1.0075781432303241
1,3,female,22.0,0,0,7.25,S,Third,woman,False,Southampton,yes,True,Adult,-0.563356950237803,-0.4999583222338392
0,1,male,27.0,0,2,211.5,C,First,man,True,Cherbourg,no,False,Adult,-0.1782952582003758,3.6099060021067357
0,3,male,20.0,0,0,4.0125,C,Third,man,True,Cherbourg,no,True,Adult,-0.7173816270527739,-0.5651024385131665
0,3,male,19.0,0,0,7.775,S,Third,man,True,Southampton,no,True,Adult,-0.7943939654602593,-0.4893944114858402
1,1,female,42.0,0,0,227.525,C,First,woman,False,Cherbourg,yes,True,Adult,0.9768898179119059,3.9323568016051826
1,3,female,1.0,0,2,15.7417,C,Third,child,False,Cherbourg,yes,False,Child,-2.1806160567949973,-0.3290905871885375
0,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,no,True,Adult,0.2067664338370514,-0.48637615127212613
1,1,female,35.0,1,0,52.0,S,First,woman,False,Southampton,yes,False,Adult,0.43780344905950774,0.40048930819084005
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.48696370592706245
0,2,male,18.0,0,0,73.5,S,Second,man,True,Southampton,no,True,Adult,-0.8714063038677448,0.8331066054898479
0,3,male,1.0,5,2,46.9,S,Third,child,False,Southampton,no,False,Child,-2.1806160567949973,0.29786846092456376
1,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,Adult,0.5148157874669932,-0.3842583473748022
0,3,male,28.0,0,0,7.7292,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.49031598693776085
1,2,female,17.0,0,0,12.0,C,Second,woman,False,Cherbourg,yes,True,Teenager,-0.9484186422752302,-0.4043800821328956
1,1,male,36.0,1,2,120.0,S,First,man,True,Southampton,yes,False,Adult,0.5148157874669932,1.7687672717411906
1,3,male,21.0,0,0,7.7958,S,Third,man,True,Southampton,yes,True,Adult,-0.6403692886452884,-0.48897587940287185
0,3,male,28.0,2,0,7.925,S,Third,man,True,Southampton,no,False,Adult,-0.10128291979289036,-0.48637615127212613
1,1,female,23.0,1,0,113.275,C,First,woman,False,Cherbourg,yes,False,Adult,-0.4863446118303176,1.6334486054930126
1,3,female,24.0,0,2,16.7,S,Third,woman,False,Southampton,yes,False,Adult,-0.4093322734228321,-0.3098079287698567
0,3,male,22.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,Adult,-0.563356950237803,-0.48897587940287185
0,3,female,31.0,0,0,7.8542,S,Third,woman,False,Southampton,no,True,Adult,0.12975409542956598,-0.4878007700929992
0,2,male,46.0,0,0,26.0,S,Second,man,True,Southampton,no,True,Adult,1.2849391715418477,-0.12267579551958811
0,2,male,23.0,0,0,10.5,S,Second,man,True,Southampton,no,True,Adult,-0.4863446118303176,-0.4345626842700357
1,2,female,28.0,0,0,12.65,S,Second,woman,False,Southampton,yes,True,Adult,-0.10128291979289036,-0.3913009545401349
1,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,Adult,0.7458528026894495,-0.48637615127212613
0,3,male,26.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,-0.25530759660786123,-0.4838609344273645
0,3,female,21.0,1,0,9.825,S,Third,woman,False,Southampton,no,False,Adult,-0.6403692886452884,-0.44814485523174874
0,3,male,28.0,1,0,15.85,S,Third,man,True,Southampton,no,False,Adult,-0.10128291979289036,-0.326911403314236
0,3,female,20.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True,Adult,-0.7173816270527739,-0.47153637188803227
0,2,male,34.0,1,0,21.0,S,Second,man,True,Southampton,no,False,Adult,0.3607911106520223,-0.22328446931005508
0,3,male,51.0,0,0,7.75,S,Third,man,True,Southampton,no,True,Adult,1.670000863579275,-0.4898974548547925
1,2,male,3.0,1,1,18.75,S,Second,child,False,Southampton,yes,False,Child,-2.0265913799800264,-0.2685583725157652
0,3,male,21.0,0,0,7.775,S,Third,man,True,Southampton,no,True,Adult,-0.6403692886452884,-0.4893944114858402
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,Southampton,no,False,Adult,-0.10128291979289036,-0.13340671666607934
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.48696370592706245
0,3,male,28.0,0,0,6.8583,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.5078400057385843
1,1,female,33.0,1,0,90.0,Q,First,woman,False,Queenstown,yes,False,Adult,0.28377877224453685,1.165115228998389
0,2,male,28.0,0,0,0.0,S,Second,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.6458408992300163
1,3,male,44.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,Adult,1.1309144947268768,-0.48637615127212613
0,3,female,28.0,0,0,8.05,S,Third,woman,False,Southampton,no,True,Adult,-0.10128291979289036,-0.4838609344273645
1,2,female,34.0,1,1,32.5,S,Second,woman,False,Southampton,yes,False,Adult,0.3607911106520223,0.008115480408018936
1,2,female,18.0,0,2,13.0,S,Second,woman,False,Southampton,yes,False,Adult,-0.8714063038677448,-0.3842583473748022
0,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,0.052741757022080525,-0.3842583473748022
0,3,female,10.0,0,2,24.15,S,Third,child,False,Southampton,no,False,Child,-1.4875050111276282,-0.1599010048220609
0,3,male,28.0,0,0,7.8958,C,Third,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,-0.48696370592706245
0,3,male,21.0,0,0,7.7333,Q,Third,man,True,Queenstown,no,True,Adult,-0.6403692886452884,-0.49023348782525267
0,3,male,29.0,0,0,7.875,S,Third,man,True,Southampton,no,True,Adult,-0.024270581385404916,-0.48738223801003083
0,3,female,28.0,1,1,14.4,S,Third,woman,False,Southampton,no,False,Adult,-0.10128291979289036,-0.3560879187134715
0,3,male,18.0,1,1,20.2125,S,Third,man,True,Southampton,no,False,Adult,-0.8714063038677448,-0.23913033543205364
0,3,male,28.0,0,0,7.25,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.4999583222338392
1,2,female,28.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,Adult,-0.10128291979289036,-0.12267579551958811
1,2,female,19.0,0,0,26.0,S,Second,woman,False,Southampton,yes,True,Adult,-0.7943939654602593,-0.12267579551958811
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.4898974548547925
1,3,male,32.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,Adult,0.2067664338370514,-0.4838609344273645
1,1,male,28.0,0,0,26.55,S,First,man,True,Southampton,yes,True,Adult,-0.10128291979289036,-0.11160884140263673
1,3,female,28.0,1,0,16.1,S,Third,woman,False,Southampton,yes,False,Adult,-0.10128291979289036,-0.32188096962471263
1,2,female,42.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,Adult,0.9768898179119059,-0.12267579551958811
0,3,male,17.0,0,0,7.125,S,Third,man,True,Southampton,no,True,Teenager,-0.9484186422752302,-0.5024735390786009
0,1,male,50.0,1,0,55.9,S,First,man,True,Southampton,no,False,Adult,1.5929885251717895,0.4789640737474043
1,1,female,14.0,1,2,120.0,S,First,child,False,Southampton,yes,False,Teenager,-1.1794556574976864,1.7687672717411906
0,3,female,21.0,2,2,34.375,S,Third,woman,False,Southampton,no,False,Adult,-0.6403692886452884,0.045843733079444046
1,2,female,24.0,2,3,18.75,S,Second,woman,False,Southampton,yes,False,Adult,-0.4093322734228321,-0.2685583725157652
0,1,male,64.0,1,4,263.0,S,First,man,True,Southampton,no,False,Senior,2.671161262876586,4.646175342148545
0,2,male,31.0,0,0,10.5,S,Second,man,True,Southampton,no,True,Adult,0.12975409542956598,-0.4345626842700357
1,2,female,45.0,1,1,26.25,S,Second,woman,False,Southampton,yes,False,Adult,1.2079268331343622,-0.11764536183006476
0,3,male,20.0,0,0,9.5,S,Third,man,True,Southampton,no,True,Adult,-0.7173816270527739,-0.45468441902812906
0,3,male,25.0,1,0,7.775,S,Third,man,True,Southampton,no,False,Adult,-0.3323199350153467,-0.4893944114858402
1,2,female,28.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,Adult,-0.10128291979289036,-0.3842583473748022
1,3,male,28.0,0,0,8.1125,S,Third,man,True,Southampton,yes,True,Adult,-0.10128291979289036,-0.4826033260049836
1,1,male,4.0,0,2,81.8583,S,First,child,False,Southampton,yes,False,Child,-1.949579041572541,1.00129010111842
1,2,female,13.0,0,1,19.5,S,Second,child,False,Southampton,yes,False,Teenager,-1.2564679959051719,-0.25346707144719516
1,1,male,34.0,0,0,26.55,S,First,man,True,Southampton,yes,True,Adult,0.3607911106520223,-0.11160884140263673
1,3,female,5.0,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,Child,-1.8725667031650555,-0.25833049473822634
1,1,male,52.0,0,0,30.5,S,First,man,True,Southampton,yes,True,Adult,1.7470132019867604,-0.032127989108167845
0,2,male,36.0,1,2,27.75,S,Second,man,True,Southampton,no,False,Adult,0.5148157874669932,-0.08746275969292468
0,3,male,28.0,1,0,19.9667,S,Third,man,True,Southampton,no,False,Adult,-0.10128291979289036,-0.24407625783559297
0,1,male,30.0,0,0,27.75,C,First,man,True,Cherbourg,no,True,Adult,0.052741757022080525,-0.08746275969292468
1,1,male,49.0,1,0,89.1042,C,First,man,True,Cherbourg,yes,False,Adult,1.515976186764304,1.147090179002089
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.4838609344273645
1,3,male,29.0,0,0,7.8958,C,Third,man,True,Cherbourg,yes,True,Adult,-0.024270581385404916,-0.48696370592706245
0,1,male,65.0,0,0,26.55,S,First,man,True,Southampton,no,True,Senior,2.7481736012840714,-0.11160884140263673
1,1,female,28.0,1,0,51.8625,S,First,woman,False,Southampton,yes,False,Adult,-0.10128291979289036,0.3977225696616022
1,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,Adult,1.5929885251717895,-0.4345626842700357
